FID,OBJECTID,SHAPE,GWP_01,PARA_01,KAT_01,GWP_02,PARA_02,GWP_03,PARA_03,KAT_03,GWP_04,PARA_04,GWP_05,PARA_05,GWP_06,PARA_06,KAT_06,GWP_SHOW,ORIG_FID
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-2093,17,"POLYGON ((16.313195871789336 48.18681216629018, 16.31298752776942 48.186862396726006, 16.312887740516015 48.18688617359674, 16.3127880607253 48.186910028643396, 16.31266257105081 48.18693725980231, 16.312577030367176 48.186951019964894, 16.31251489430367 48.186956628016155, 16.311985953384905 48.186980813658785, 16.311613857449316 48.18699665763843, 16.310668729503057 48.18702929603861, 16.309442274224164 48.187078788913155, 16.308543270791198 48.18711042405838, 16.307078307771384 48.18715800697089, 16.30561705060233 48.1872112037441, 16.305057392355813 48.18723693757134, 16.304997862654655 48.18724289299729, 16.304956209715865 48.18719908480383, 16.304929459333877 48.18713339115642, 16.30464367215336 48.187169142380114, 16.304156923130247 48.18723569481497, 16.304003536850065 48.18725578615468, 16.3038383817109 48.18727740463676, 16.30370442555274 48.187281350114176, 16.30354070493972 48.18726936274437, 16.303398869083438 48.18723094851612, 16.303296304578826 48.18719185373128, 16.303217498476343 48.187143034090056, 16.30316630679959 48.18710930481058, 16.303165392761816 48.1871085482201, 16.30315946294908 48.1871046803424, 16.30313190577245 48.18708443773065, 16.303101581760842 48.18705857266328, 16.30307499607379 48.18703136057798, 16.30305714631701 48.187017425872305, 16.3030303767224 48.1869855651331, 16.303015499119798 48.18696963388245, 16.30295647226915 48.18690697919142, 16.302804318416513 48.186710811342536, 16.302697251875742 48.186569453811764, 16.302645234245166 48.186462941997064, 16.302604495576816 48.18646489157058, 16.3024296375068 48.186137435493634, 16.30231814941485 48.18593337562621, 16.302456424437086 48.185898702319825, 16.302603027809916 48.185860101236685, 16.302505928083033 48.18555722021069, 16.30234426358718 48.18511329669277, 16.3022415075121 48.1848067184333, 16.300953428164693 48.18510924809758, 16.300742744449625 48.184728722965076, 16.300546460930445 48.18437421654194, 16.300514430473942 48.18431540450928, 16.30113520924335 48.184333027188394, 16.302600832682472 48.18437462585738, 16.302912628590438 48.1843648793859, 16.30388070252408 48.18446042670228, 16.305672563906146 48.1845252714443, 16.306824432575347 48.18464304573918, 16.308224053094385 48.18470774941244, 16.309943386527074 48.18470815366141, 16.31175213990498 48.184708548434486, 16.314945605798084 48.18432528308593, 16.31557890199992 48.18387966869953, 16.316465355571236 48.18324411700716, 16.31795776951392 48.18249610976805, 16.317959960521282 48.18249501204104, 16.31805584457782 48.18267266382003, 16.318091537947236 48.18274433455167, 16.318127234197387 48.18280802828822, 16.31816293057277 48.18286775150772, 16.318186734066238 48.182903592279715, 16.318240275346646 48.18301109111294, 16.318397935479286 48.18329775442488, 16.318445521582536 48.183397290546125, 16.318591283947043 48.18368395984445, 16.318625631088754 48.18376015557908, 16.318622026747796 48.18376099320033, 16.31869086374662 48.183897838987434, 16.318725455734462 48.183966643202766, 16.318556937382866 48.184013389592856, 16.318351541794435 48.18406311670987, 16.318132749842626 48.18411384051825, 16.3180002748618 48.184146670207255, 16.317881209213528 48.18417451332746, 16.317791153258216 48.18419590110993, 16.317740555885027 48.184211811051604, 16.31779484349477 48.18429791353015, 16.317881177426287 48.18427205462985, 16.31793996284255 48.18425762889796, 16.318003964812064 48.18425067012203, 16.318050105893455 48.18425267385067, 16.3180984627072 48.184256162686616, 16.318170646716386 48.184275583993006, 16.318219752991958 48.18429350700414, 16.31826811741567 48.18431790409472, 16.318298610705344 48.18433830631828, 16.318313493627812 48.18435423649825, 16.31829042097452 48.184380609134735, 16.31831644712331 48.18440797950499, 16.318333557860996 48.18443336279362, 16.318332054480408 48.184464219180065, 16.3183640540505 48.184488605611904, 16.31837297096639 48.18452543419649, 16.318387098327673 48.184544843724815, 16.318421321551185 48.18455181871984, 16.318419822774572 48.18461252538421, 16.31839972040502 48.18464387174443, 16.31838929152439 48.18466676776508, 16.318356532799854 48.184702590792746, 16.318307405503546 48.18474040058429, 16.31826200891237 48.18476975731086, 16.318231490894014 48.18478120004602, 16.31819353702364 48.1847896477772, 16.318136983003207 48.18480158016699, 16.31808637238405 48.18481551175004, 16.31811909313436 48.18489314897897, 16.318139186061607 48.184889671737956, 16.318249986829734 48.18509023311727, 16.318170719383065 48.185133765054694, 16.317959362672187 48.18518349143343, 16.31786411163025 48.1852113454713, 16.317569382725964 48.18531281295374, 16.317468170094088 48.18534663809705, 16.317349096202914 48.185392402334045, 16.317054362554632 48.1854938684922, 16.316780477028768 48.18559135249737, 16.31670009858783 48.18561920985979, 16.31662865134756 48.18564308288345, 16.316530411494035 48.185678896100804, 16.316390487394525 48.1857266424003, 16.316205908440967 48.18579230430083, 16.316051109468557 48.185844026214504, 16.315929047590394 48.185889788456855, 16.315857599052368 48.18591167260077, 16.31578316599866 48.18593753387174, 16.315637297584534 48.18598527910349, 16.315544999307882 48.186021090733014, 16.315461647391718 48.18604894579771, 16.315360433813762 48.18608475658077, 16.315211576850658 48.18613448913233, 16.31470545928461 48.18631553483677, 16.314372034411413 48.186428929895705, 16.314101108286817 48.186526417053244, 16.31398649577554 48.18656719731026, 16.313795954673775 48.186628871094314, 16.313742364978385 48.18664876268279, 16.31369175183086 48.18666467892663, 16.313653053756966 48.18667860277616, 16.31359350750258 48.18669850302685, 16.31340892500121 48.18675618434633, 16.313195871789336 48.18681216629018))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-2092,18,"POLYGON ((16.314699246440643 48.18764516816892, 16.314686881071562 48.18762663806127, 16.314680962696276 48.18762861456793, 16.314674775377487 48.18763050289084, 16.314668319154084 48.187632209500556, 16.314661996149333 48.18763373806917, 16.31465540558499 48.18763508492476, 16.31464895092958 48.18763625284044, 16.314642224679254 48.18763724084097, 16.31463550115593 48.187638138909556, 16.314628776399555 48.18763876808051, 16.314622051718736 48.18763921558827, 16.314615191240158 48.18763957403754, 16.31460833352594 48.18763975352208, 16.314601609069623 48.18763966233543, 16.314594750198907 48.187639390359784, 16.314587890020544 48.18763902935072, 16.31458116713501 48.18763839767129, 16.314574441596672 48.18763767785752, 16.3145677174786 48.18763677817941, 16.314561127926574 48.18763569686325, 16.31455453844968 48.18763443658183, 16.314548084883103 48.18763299646131, 16.31454176319259 48.187631375601555, 16.314535442921912 48.1876295766762, 16.314529257217217 48.18762759701216, 16.31452320604049 48.18762552744089, 16.314517289430587 48.18762327533235, 16.314511507384875 48.187620846981815, 16.314505859867236 48.18761832872412, 16.31450034691537 48.18761563062717, 16.314494968529708 48.18761275179169, 16.31448985916272 48.18760978127565, 16.31448488436082 48.1876066327191, 16.31448004543195 48.18760339425573, 16.31447547286857 48.18759997687726, 16.31447103614083 48.187596558624826, 16.314468616194347 48.187594487933666, 16.314434989631966 48.18760428511305, 16.314387684839073 48.1875165906155, 16.314303693464485 48.187360717933494, 16.314296841240978 48.18734800923129, 16.314350368457017 48.18734034814052, 16.31531794061031 48.18716769251718, 16.315482446151943 48.18713652732183, 16.315552924043583 48.1871217811536, 16.31559784698475 48.18711230311722, 16.315756018556844 48.1870825627261, 16.315910554293897 48.18705735675627, 16.31605540896667 48.18702983763991, 16.31624370772349 48.186990525843484, 16.316367728293425 48.186966993928266, 16.316390176000844 48.18696270890775, 16.31654175358334 48.18693774260097, 16.316641148488063 48.1869194951157, 16.31670812921774 48.186904336658436, 16.316760649857336 48.186892519412126, 16.31678680997627 48.186886606266576, 16.316867242105552 48.186867823008136, 16.316939199587196 48.18685041514522, 16.316999454713322 48.18683805318752, 16.317064416205852 48.18682388074298, 16.317135432304212 48.18680604092753, 16.317238059002726 48.186775346853764, 16.31732684196216 48.18675057785933, 16.31737750857947 48.186736393015764, 16.317543912552885 48.1866956644941, 16.317838063751875 48.18661505316538, 16.318047749179307 48.18655831295466, 16.318309754493463 48.18648725426229, 16.31853974837331 48.18642464551715, 16.318716883128623 48.18637790856512, 16.31895279424637 48.186312833046706, 16.319294821972246 48.18622457187363, 16.31951945994577 48.186165033365256, 16.319669503903732 48.18612521671648, 16.31998681236109 48.18603587976418, 16.320006707118857 48.18606511228024, 16.319910675153476 48.186094181084805, 16.319575100422668 48.18619573788346, 16.319205900054406 48.1863055877137, 16.31883427773194 48.18641830572723, 16.318498026656272 48.186518888008145, 16.318259151316614 48.18659547254319, 16.317935003929602 48.1866938966764, 16.317546695263495 48.18681101366325, 16.317191474382327 48.18691680512281, 16.316630059226714 48.187085151777026, 16.316470523421653 48.18713521509561, 16.31636398221731 48.18716866153291, 16.316358687816138 48.18715704139845, 16.316249821399293 48.18718643768895, 16.315998836345223 48.187261127757246, 16.315645061291914 48.1873678220975, 16.315475747649884 48.187414456783394, 16.31531783760099 48.1874630807763, 16.314699246440643 48.18764516816892))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-2091,19,"POLYGON ((16.267792993782745 48.1912825997588, 16.267557965259208 48.19135237583793, 16.26772631041941 48.191206635914845, 16.267727961281913 48.19120520517782, 16.267792993782745 48.1912825997588))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-2090,20,"POLYGON ((16.320365664139455 48.18876320120468, 16.320360442321604 48.18880108707721, 16.32035917813511 48.18880093312081, 16.320256736019285 48.188788453605746, 16.319336877274228 48.18875946613175, 16.318276975149356 48.18872605564741, 16.316743534469538 48.188655268292415, 16.31469108695875 48.18882961808551, 16.31447572268598 48.188433822757354, 16.3145382368119 48.18836415509556, 16.314549403542326 48.18835480244949, 16.3145603013217 48.188345362517865, 16.314571064643715 48.18833583082937, 16.31458155905277 48.18832612102411, 16.314591919004133 48.18831632036135, 16.314602009967924 48.18830652054679, 16.31461196651243 48.18829653814413, 16.314621518269814 48.188286468431, 16.314630938259214 48.18827630876041, 16.314640222446307 48.18826605823234, 16.31464910188594 48.18825562596533, 16.314657849519225 48.188245196371064, 16.314666460005853 48.18823467501982, 16.314674668396684 48.18822406456045, 16.31468274233013 48.188213364143344, 16.31469054865944 48.188202574643185, 16.31469808331375 48.18819178329335, 16.31470548620039 48.188180902885804, 16.31471261748659 48.18816984166381, 16.31471934664019 48.18815878216538, 16.314725941300416 48.188147720842935, 16.314732267049315 48.188136481404705, 16.31473845830467 48.18812524104185, 16.3147442447398 48.18811399880495, 16.314749898099638 48.188102579376874, 16.31475528247522 48.188091158999356, 16.31476039786673 48.188079737672396, 16.314765244310827 48.18806822726264, 16.314769821808063 48.18805662687078, 16.314774131666265 48.18804502642916, 16.31477816988811 48.18803333600502, 16.31478194047164 48.18802164463185, 16.31478557656186 48.1880099550323, 16.314788809215568 48.1879981745266, 16.31479190737738 48.18798639309657, 16.314793389007605 48.1879809974452, 16.31479500509073 48.18797569265007, 16.314797024646484 48.18797038613086, 16.314799177310462 48.187965169568336, 16.31480160029997 48.187959953955044, 16.31485300108499 48.187898539827465, 16.31494192563476 48.187834532636195, 16.31499020445662 48.187806311807954, 16.31503178538576 48.18778193073445, 16.315121237550898 48.18774228700314, 16.315179093138426 48.18771428277613, 16.31521782045577 48.18769547600728, 16.31528452307969 48.18767315883702, 16.315317760048245 48.18766201325688, 16.31588039661537 48.18749605734203, 16.316174923259197 48.18740564684759, 16.31639555060701 48.18733782382095, 16.316687411885294 48.1872492003048, 16.316882456304324 48.18718989759286, 16.317349047612524 48.18705255190352, 16.317527062870006 48.18699726259125, 16.317705345435872 48.18694180487241, 16.318033532770148 48.18684161126104, 16.31835647070732 48.18674262009405, 16.318647263083 48.186657059013044, 16.318931595522407 48.18657419419668, 16.31915392633693 48.186502281403854, 16.31924913876424 48.18647431028544, 16.319391989523023 48.18643224464649, 16.319746128095822 48.18632608649685, 16.319853497466752 48.18629377198029, 16.319976121598764 48.18625678212824, 16.320053859778827 48.186236019553604, 16.32007914581249 48.186227570350184, 16.32008985083529 48.186227821848384, 16.32010322004575 48.186228021554655, 16.320120432486945 48.18622946285526, 16.320138723396468 48.18623126582969, 16.320156474020102 48.18623629459154, 16.320169650764964 48.18624134160452, 16.320183905822443 48.18624726200571, 16.320186474087695 48.18624862932835, 16.320198157710884 48.18625474722348, 16.320203348891617 48.18625907367409, 16.32020851186742 48.186263282309504, 16.320213405594114 48.186268391128046, 16.32022706518444 48.18628209146913, 16.320238650881805 48.18630492682763, 16.320305733939396 48.1864369680711, 16.32049052116217 48.18680207263656, 16.320586909336864 48.18698701663124, 16.320593736270336 48.18700386273199, 16.320595913086606 48.18701015827198, 16.320599916302935 48.187025238625395, 16.320601286892114 48.187033676239615, 16.32060260122181 48.187041364711845, 16.32060259863538 48.187049970314476, 16.32060555323819 48.18706375010844, 16.320605551291273 48.187074704737704, 16.3206068880661 48.18710169354146, 16.32060552382865 48.1871168649039, 16.32060122578568 48.18714748620715, 16.32055956949884 48.18744129416699, 16.32048531875767 48.187944795942144, 16.32041214459924 48.18844138828973, 16.320365664139455 48.18876320120468))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-208f,21,"POLYGON ((16.24054440356572 48.20074326929824, 16.240454491928702 48.20075611868305, 16.240108200725636 48.2008412601222, 16.23982896090763 48.20088830484601, 16.239367278227878 48.20097749507375, 16.23896518368576 48.201049322067874, 16.238600290234267 48.20112366041593, 16.238481731947413 48.200832446694804, 16.238377976858548 48.20058853161132, 16.2382890847119 48.200359547868416, 16.238237507622003 48.2002469560076, 16.23820012971239 48.20016539552388, 16.23811496667185 48.19993642379627, 16.237764987118748 48.200003306961825, 16.23772240226579 48.19988757493283, 16.237659496102538 48.19969842575923, 16.23757068634114 48.19942963042987, 16.237478210655745 48.199128493252914, 16.23734871538797 48.1987228241971, 16.23719977451455 48.198753684973695, 16.237747865163193 48.19822578140727, 16.237713444468003 48.197753608338644, 16.237705137212316 48.19763950006649, 16.237641989250413 48.19752750052941, 16.23763804653382 48.19752050764269, 16.23768010421874 48.197561270223744, 16.237862160514084 48.19770779011663, 16.237895309508843 48.19773446975846, 16.237896210718755 48.19773519987605, 16.237902054968963 48.19773967898033, 16.237905089251374 48.197742004513145, 16.237907357894827 48.19774375202909, 16.237966053357507 48.19779065487088, 16.23799675701023 48.19781518751962, 16.237996998763773 48.19781538467678, 16.23805483346029 48.19786159426242, 16.2380657141994 48.197869518447796, 16.238242406010663 48.19801009225336, 16.23827470845456 48.19803579440308, 16.238275476065198 48.1980360477647, 16.238606534538796 48.19814400617068, 16.238660038051243 48.198161453340205, 16.23866595366013 48.198170217723, 16.23866818119125 48.19817380789451, 16.238763343519633 48.19831770313425, 16.23879118302373 48.19835979775238, 16.238820695219072 48.19840442626159, 16.238823715204816 48.19840866281154, 16.238832501485252 48.19842098282413, 16.238981643996336 48.198656904100616, 16.239206302978758 48.19901060521729, 16.239214206697003 48.199028084750154, 16.239220626884524 48.19904116626078, 16.239246610532987 48.19909410229295, 16.23926952684907 48.199140785467385, 16.239319112925834 48.19924118853582, 16.23939317124548 48.199361575248325, 16.239453477024323 48.19954894064628, 16.239455246944434 48.19956273679122, 16.239455826313584 48.19956725186058, 16.239456204254232 48.19957014798608, 16.239456261234302 48.19957060758606, 16.2394700460003 48.19958757852957, 16.239499055636333 48.19962329597777, 16.239653002705328 48.199812813698586, 16.239658801997813 48.199819952860345, 16.239662559928746 48.199824579411136, 16.239666176176435 48.19982656993845, 16.239682179873842 48.19983536970322, 16.239701058034992 48.19984575018003, 16.239767380265672 48.199882220078045, 16.240120773854624 48.200097446491796, 16.24015834947105 48.20014603837606, 16.24016984086775 48.20018831685942, 16.24016741794984 48.20018912512518, 16.240226446966542 48.20018889375451, 16.240263200193265 48.2001887517138, 16.240305306548308 48.20018763655984, 16.240344737112537 48.20018659200777, 16.24037097168119 48.2001859006847, 16.240454097394647 48.20018369276083, 16.240454204274776 48.200184089449436, 16.240454713457485 48.200185889410456, 16.24046826376468 48.20023370668352, 16.2405272600378 48.20026630927238, 16.240538557342788 48.20041317567086, 16.240574687254554 48.200516895374484, 16.240661097880267 48.20060055521573, 16.240663883420886 48.200600071894655, 16.24072321553897 48.200589715086906, 16.241112368921694 48.200521883115556, 16.241197741046218 48.20050617952837, 16.24140042782222 48.200468888141515, 16.241404910316888 48.20046806445833, 16.241485825331996 48.20045318346184, 16.241517638794857 48.20044732717984, 16.241558601591414 48.2004397885889, 16.241559139864517 48.20043969100553, 16.241576295901837 48.2004366195414, 16.24160045214966 48.20043229388002, 16.241675487072747 48.200418857621344, 16.241694222921435 48.20041550235235, 16.24170164294496 48.200416389774794, 16.241791572224297 48.200427160044526, 16.242601455300623 48.200262289845135, 16.243018137114856 48.20017554222632, 16.24306699130305 48.20016537178039, 16.24339481435197 48.200097120032574, 16.243775672684787 48.20008988646603, 16.243820507870392 48.20008903481606, 16.243885251718968 48.20008780341055, 16.24407263581564 48.20008424109282, 16.244103056415398 48.200083664682005, 16.24414095133961 48.20008294495188, 16.244501825484505 48.20007608510443, 16.244573786012342 48.20007131034444, 16.244577453529295 48.20007106594988, 16.244595943133294 48.200069838700315, 16.24463665848458 48.20007166342564, 16.244687867112773 48.200073950632344, 16.24470279796464 48.20007459202048, 16.244846781970594 48.20009472248333, 16.244853184996224 48.200095618788126, 16.244863204435113 48.200097020680474, 16.24488088976579 48.200099488948794, 16.244885677578317 48.20010015914108, 16.24488664455453 48.200100294805736, 16.245001082763526 48.20011629265304, 16.24500764583156 48.200117214256906, 16.24505560470913 48.20012391618171, 16.245076544686746 48.20012684654803, 16.245118263273195 48.200132678363374, 16.245121020298384 48.20013306725129, 16.24513886704739 48.200135554493265, 16.24516228164435 48.200138827642775, 16.245222317707185 48.200147219872854, 16.245253130582245 48.20015152497182, 16.245259171847216 48.20015236970708, 16.245265859476085 48.20015512780425, 16.24526858426522 48.20015625140689, 16.245439112984336 48.2002265903877, 16.245305765615477 48.200206926817046, 16.24516576586318 48.20018517141243, 16.24501364240176 48.200172130532195, 16.24485883242089 48.20015767448926, 16.244725946185042 48.2001452051646, 16.244542602252714 48.200138596866466, 16.244269108605568 48.20014372350079, 16.2441255610887 48.200150355501634, 16.24386333965909 48.200170105018564, 16.24358361172966 48.200200792665505, 16.243192305758964 48.20026371199051, 16.24278765521529 48.200340117938005, 16.24054440356572 48.20074326929824))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-208e,22,"POLYGON ((16.338791955525544 48.19589680934585, 16.338831772204543 48.1959204155304, 16.33884616682101 48.19593025373824, 16.33885509884914 48.19593867115255, 16.338865174418988 48.19595055901262, 16.33887159137445 48.195964237506985, 16.33887360963717 48.195974940260335, 16.33887132346126 48.19598447220514, 16.33886958838721 48.19598679159297, 16.338861773827194 48.19599724277758, 16.338586441734652 48.196215866578655, 16.33857339432561 48.19622171244285, 16.338554293726023 48.19622485957943, 16.338386971147486 48.19619584115722, 16.338392606187423 48.19617334995894, 16.33839635689985 48.1961550838022, 16.338397971721374 48.196140415866616, 16.338397310643057 48.19612674892013, 16.338391377774894 48.19610731384507, 16.338384113316796 48.19608951645764, 16.338372288777503 48.19606881615814, 16.338356671096243 48.196049983820295, 16.338341215145146 48.19603798720543, 16.338323457888286 48.196030163477005, 16.338304491347994 48.19602171114511, 16.338290851610804 48.19601623455507, 16.338274494696634 48.19600979394533, 16.338214071039513 48.19598694338601, 16.338183832331225 48.19597557744999, 16.338123703335107 48.19595272593824, 16.338023625215886 48.1959146945716, 16.338097871604827 48.1958146916279, 16.338232519512466 48.19586460229259, 16.33823251961545 48.19586702955629, 16.338224812459355 48.19587526027557, 16.338220683358227 48.19588473828325, 16.33823171351246 48.19588979225102, 16.338235479872743 48.195890709485575, 16.33823978428095 48.19589167077643, 16.338281859542533 48.19589329863589, 16.33833972782227 48.19589541179934, 16.338348739727923 48.19588726378374, 16.338356366264893 48.19588139197319, 16.33836536489122 48.195877173983334, 16.33836136817355 48.1958686575067, 16.338356123298652 48.195862532345856, 16.338304748572103 48.195813916143926, 16.33829116398676 48.195807225471114, 16.338283496884063 48.19580812493983, 16.338276501027323 48.19580983378276, 16.338272251894935 48.19581165049058, 16.338269775591726 48.19581279267435, 16.33826211002285 48.1958181078011, 16.338253098117157 48.195826292682135, 16.338241220596537 48.19582225406438, 16.33812288804201 48.19578204767521, 16.33824299852065 48.19562556652453, 16.33826263589578 48.195597688137724, 16.338269361266377 48.19559386589956, 16.33827568316617 48.19559148258026, 16.338281601561413 48.19558974677866, 16.338284560755604 48.19558880333487, 16.33829343977001 48.19558797668732, 16.33830366125666 48.195588426147395, 16.338309176236233 48.19558936942562, 16.338314691211696 48.19559021467771, 16.338320219712624 48.195592741657066, 16.33832760449324 48.19559597816268, 16.338637207117145 48.19579660084244, 16.338791955525544 48.19589680934585))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-208d,23,"POLYGON ((16.261711037743204 48.20280332552245, 16.261849616974757 48.20291582448415, 16.261946062992223 48.20308450084166, 16.26196681660703 48.20311928187489, 16.261964480638493 48.203119642794974, 16.261892003690303 48.20313084744134, 16.26188332601964 48.20313116379952, 16.261841050558346 48.20302541442037, 16.26181594799491 48.202941090689336, 16.26172778074599 48.20285392212296, 16.26166055123101 48.20282858170597, 16.26155971927628 48.202783553181376, 16.26158918689639 48.20276109020369, 16.261711037743204 48.20280332552245))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
ENERGIEAMPELGWPOGD.fid--70ad9c6d_18f34404221_-208c,24,"POLYGON ((16.219449898449913 48.20430642624163, 16.219010417356667 48.20447546794303, 16.21846593457181 48.20467568520766, 16.217902334478303 48.20488394802881, 16.217772401822288 48.20493129574384, 16.217642467581594 48.20497864331008, 16.21676066227531 48.20529976416733, 16.21650065684301 48.205394368584805, 16.21579155134508 48.2056526066364, 16.215531986494394 48.20574713377627, 16.215401913591414 48.20579447865911, 16.215304468237054 48.205868837216855, 16.214910190825748 48.206163814334005, 16.21486739450792 48.20614085280292, 16.214773748326746 48.2060750696452, 16.215288262050112 48.20571136214299, 16.214782881002904 48.20538879595102, 16.215465325545974 48.20491910817518, 16.217154854516885 48.2043824935349, 16.217976225704355 48.20412160237011, 16.21830559030784 48.203943417330855, 16.2183091854388 48.203941473088705, 16.219393250223124 48.20421230814537, 16.219423293304683 48.204219813762585, 16.21959314596829 48.204169232001156, 16.219737025288815 48.204200081292896, 16.219449898449913 48.20430642624163))", , , , , , , , , , , , ,Gelb,Naturschutz,Landschaftsschutzgebiet,Gelb,2
