FID,OBJECTID,SHAPE,NAME,KATEGORIE,SE_ANNO_CAD_DATA
SPAZIERLINIEOGD.9601,9601,"MULTILINESTRING ((16.37604362234005 48.19909944286777, 16.376471961079243 48.198978716851265, 16.37755714222636 48.198115725666504, 16.380571018262383 48.19698039982955, 16.384335740328055 48.19523616076272, 16.386973208995897 48.19441739717048, 16.390761884143643 48.19355589771407, 16.394966468295827 48.19194963146111, 16.398491118976608 48.18975124025652, 16.400052052351583 48.18869462969066, 16.412793659573413 48.177643427648256, 16.420657104931546 48.17001379893435, 16.427781120227895 48.16308265342049, 16.429926092823816 48.16115363308782, 16.43762730675312 48.15666593538072, 16.442608791392953 48.15434037624501, 16.45143814955575 48.152023960903094), (16.37604362234005 48.19909944286777, 16.37700541576605 48.19895999129078, 16.377383859515685 48.199003472835194, 16.377233906443564 48.19913437938376, 16.37702504186628 48.199025410666216, 16.376575136892573 48.19937014875317, 16.3759357458706 48.199361648955446, 16.374606420035782 48.201542977835004, 16.375154596218422 48.20168673045742, 16.377707743985233 48.20417726624459, 16.3824725285123 48.208810669893836, 16.383106382180955 48.211192797645275, 16.383106817757287 48.2116682269094, 16.383336020442187 48.21253350346053, 16.38526152061996 48.212877272337174, 16.385020905772826 48.21376717092756, 16.384949105146966 48.21375411642692, 16.385046673013196 48.213413858816956, 16.3802584927514 48.212690878199176, 16.379232585636235 48.21267207666652, 16.379221961444813 48.21267243948379, 16.37875406878744 48.212717292291146, 16.378381702345003 48.21280040367818, 16.37769423801448 48.2129346889397, 16.377255092402265 48.21310717697545, 16.37615944297851 48.21178601081897, 16.373930891358413 48.21273326461342, 16.372761558272344 48.21291683749727, 16.370203784560335 48.21357624858455, 16.370014612328845 48.21370628468719, 16.36944013010722 48.21342730140486, 16.36485737181818 48.217868356991275, 16.364113865909875 48.21884862366524, 16.363090292443157 48.21852609991257, 16.35923631032523 48.21724022887103, 16.362367411744525 48.213988313280396, 16.361571025749925 48.213602479047275, 16.359636314896825 48.20712919032166, 16.36440568489266 48.20361167109928, 16.36970132624182 48.20246819129263), (16.374217555249174 48.20173977960278, 16.375655813134106 48.19920874456844, 16.37604362234005 48.19909944286777), (16.36970132624182 48.20246819129263, 16.3695750679036 48.20219532903938, 16.37358841977883 48.201322610203384, 16.374115692934673 48.20144020443139, 16.375407144952092 48.199191722215, 16.37604362234005 48.19909944286777), (16.36970132624182 48.20246819129263, 16.373634309225213 48.20161875796978, 16.374216394963298 48.20174069549442), (16.374815038318815 48.21169531177914, 16.37453442761908 48.211699767736405, 16.374045055904926 48.21179588853848, 16.373039397635175 48.210867165127496, 16.371989065754025 48.21132548095154, 16.371016999631564 48.21174450817274, 16.370129704782784 48.212089352454214, 16.369750931680574 48.21167946002537, 16.369326872942068 48.21187150051939, 16.369274642343758 48.21183662211953, 16.369365971367895 48.21178425453449, 16.368922053622573 48.21154012417029, 16.368445637835418 48.21149664250976, 16.36770108118619 48.21051109563657, 16.368849119065942 48.20974005344911, 16.368542253477052 48.20948715897314, 16.370401256296017 48.208293245704, 16.37027066394764 48.208168102320606, 16.369702694841916 48.20778007406591, 16.369421908075676 48.2074791956096, 16.36919333776685 48.20719574817799, 16.368919036384085 48.206825078623254, 16.36961705972742 48.20654659740024, 16.370087330254293 48.207231253762416, 16.37062307054807 48.20821684872801, 16.371627885351664 48.20806388030342, 16.371620591748705 48.20806775502232, 16.37180482327766 48.20804256374488, 16.37175826940968 48.20788500874988, 16.371371960524208 48.20598122529551, 16.370248079943934 48.20364977406739, 16.36970132624182 48.20246819129263))",Juedisches Wien,1,
SPAZIERLINIEOGD.9602,9602,"LINESTRING (16.363451854728165 48.25954397358973, 16.36307822170866 48.25962540637429, 16.362432499251355 48.25983898139496, 16.362261173279553 48.25987202523742, 16.362086525555224 48.25985666243924, 16.3619909448334 48.25980827870222, 16.36194807324658 48.259737879617944, 16.361934850014077 48.25965427288061, 16.36196776935208 48.2595926582592, 16.36205670983405 48.25953983161551, 16.36223792246078 48.259511187045945, 16.362817862861423 48.259530856305346, 16.363451854728165 48.25954397358973, 16.364432473313947 48.259592076319905, 16.364774232109923 48.25962565711329, 16.365576521072022 48.25987438280556, 16.365747597865912 48.259933333459216, 16.365984273243207 48.259971208566746, 16.36618968486932 48.25999147391105, 16.366469270728263 48.260035486243716, 16.36662338123317 48.26011327431989, 16.366783167581723 48.26016402922531, 16.36695053477338 48.26016906457132, 16.367087449522373 48.26013854919766, 16.367231861758157 48.26009256800007, 16.36735682743978 48.25962327429705, 16.36742978315161 48.25933772359501, 16.367254068999937 48.25874027002935, 16.367037878768237 48.258014135804345, 16.36669402686129 48.257290823034054, 16.366101169836828 48.25609264879814, 16.36546302920558 48.25478377773959, 16.364440425021172 48.25304948058935, 16.36411921629777 48.252429990122316, 16.363934346066852 48.2519347073027, 16.36273926432336 48.24892673329763, 16.36233824757697 48.2478562341311, 16.362035969268863 48.24671675277634, 16.361858583438295 48.24566062483056, 16.361722328042436 48.24465618149248, 16.361667458187423 48.24424304979048, 16.3615535335328 48.243659691360676, 16.36137396155044 48.24290898522691, 16.36111949745274 48.241797670793765, 16.36089552547583 48.24135588719291, 16.36059808168531 48.24098102768556, 16.36041522076288 48.24075663862929, 16.360176312885514 48.24046347262365, 16.358071670109396 48.23795706043439, 16.357137893840292 48.23654927082312, 16.35691846201685 48.23620730201696, 16.356867456859742 48.2360611071985, 16.356580319897855 48.23523808292528, 16.35644322075144 48.23474456407503, 16.356072890923656 48.23334223945917, 16.356115447865445 48.23300512157089, 16.356372038114646 48.23277507969385, 16.35652913853758 48.23264172404474, 16.356878983773807 48.23185475342116, 16.357149195558026 48.23096145776595, 16.357240460454044 48.230667490258874, 16.357375131287128 48.23006067826854, 16.35740174011963 48.22990430685779, 16.35744318711305 48.22966073695815, 16.357496689338625 48.229506324610206, 16.35764248505776 48.22940756339776, 16.357806961236605 48.22933425625721, 16.358091063477914 48.229224287942586, 16.358885591651664 48.229035540363505, 16.359371182853337 48.22895449290767, 16.35954998096845 48.22890307866916, 16.35965762195061 48.22882763201445, 16.359881677749517 48.22814122895117, 16.359987083199037 48.227599999519086, 16.36020188702275 48.22672249321883, 16.360439818237595 48.225986761174944, 16.360477344575177 48.22590162136038, 16.360520254008343 48.225846754025554, 16.360591311530868 48.22579766056687, 16.360676593393258 48.22576756204642, 16.360768989696094 48.22575171067936, 16.36104849787981 48.22575245513655, 16.361408699287097 48.225753110999165, 16.361529685369415 48.225738256347285, 16.361602282871328 48.22571629245524, 16.36167832619049 48.22567353558735, 16.36172843477164 48.225621542203804, 16.36175952058984 48.22555915787114, 16.36176134029243 48.2254947764037, 16.36171099677998 48.22496067815683, 16.361610941866886 48.224036654129115, 16.361437907211357 48.223032786797695, 16.361255356359727 48.22264279386812, 16.360956163659758 48.22205101954589, 16.360716346910518 48.22150078004329, 16.360714163909492 48.22087854400159, 16.36074357085867 48.22074256115187, 16.361636621832787 48.2199340608444, 16.36207855781426 48.219655713313955, 16.362737418915618 48.21937398645659, 16.363084882555547 48.21921850528205, 16.363295054998765 48.21914689080396, 16.363600410802576 48.21906465113646, 16.363862147453734 48.2190009750048, 16.36399697338738 48.21895323269859, 16.36413876018115 48.21887544598224, 16.364200387202228 48.218816388114654, 16.36425118851863 48.218751260687235, 16.36463428147293 48.218213257251165, 16.36469565648929 48.218119816518914, 16.364739404079995 48.218031283223866, 16.364821654292953 48.217767107427306, 16.364857528971566 48.217697523745116, 16.364893140339827 48.217645673733585, 16.364939232142625 48.217589618572966, 16.365398119381876 48.21714675366926, 16.365767389857428 48.21679222925958, 16.366511359337608 48.21612972040084, 16.36656735825867 48.21602767180209, 16.36657575258926 48.21598954844731, 16.366573863575418 48.21595830129808, 16.36656542654302 48.21592455578688, 16.36654296676371 48.21589331499386, 16.366511152742678 48.215860825725684, 16.366463448172595 48.21583521592766, 16.365668157333694 48.21546810310177, 16.36348768051069 48.21446475583367, 16.3633381892207 48.21439819970473, 16.36317145449249 48.214334208703576, 16.362977889679225 48.214261260256606, 16.36253133616569 48.2140628694737, 16.3617961111771 48.21372272508454, 16.361644938520136 48.2136513548775, 16.361562521245084 48.21359886837886, 16.361508842413112 48.213542533579194, 16.36146665657084 48.21347595119593, 16.3614417124618 48.21340552310829, 16.360618575452154 48.21062083791719, 16.36011643996707 48.2089148498637, 16.359694095127285 48.20748937863384, 16.35965342261746 48.2073799265214, 16.3595886209602 48.20724841726932, 16.35955560958242 48.2071770937274, 16.35953479669035 48.207110728321496, 16.359537078242553 48.20705130362773, 16.359556682370204 48.20699882082513, 16.359588991385504 48.206958683952436, 16.359632846673733 48.206921631161755, 16.359980727241904 48.20666074808868, 16.363407154846712 48.204085067817005, 16.36406132714202 48.20359007024664, 16.364163574891197 48.20352800310985, 16.364256363902264 48.20348872873055, 16.364358629352804 48.203459581866234, 16.36446468658683 48.20343676427637, 16.369070770003177 48.20240112937102, 16.373416095947704 48.20142743697723, 16.37349757045698 48.20140925142397, 16.37360497991805 48.20140178801596, 16.373696350693866 48.20140836093212, 16.37377537820848 48.20142154152431, 16.373865526242486 48.201444622602665, 16.37393657261596 48.20145988583313, 16.374007855841334 48.2014624613522, 16.374068766664912 48.20145897615101, 16.374136148606965 48.201443358762425, 16.37420481634147 48.201414743952554, 16.374442378400243 48.20128693012406, 16.374708600870065 48.20082249292212, 16.375095172905272 48.20014808263368, 16.375436257256695 48.19948410426986, 16.375495869252497 48.1993426982802, 16.37550683619749 48.19927195587413, 16.375497973350658 48.199211535462204, 16.375462652435413 48.19914670396845, 16.375398665828563 48.19907009220353, 16.375339092344262 48.198997899946974, 16.37527951002649 48.198913917587255, 16.37525080255429 48.19884908286897, 16.375138573085923 48.198489993241296, 16.375059975574167 48.19821557018081, 16.375050687447246 48.19789872065635, 16.37526360441235 48.197515987842685, 16.375607537467296 48.196960989926644, 16.377112969693282 48.19453958346608, 16.37850229907512 48.19290735265151, 16.379179639114675 48.1919212657425, 16.379573234343564 48.191180257320106, 16.380020703127947 48.19038256966898, 16.38030737888896 48.18981785003011, 16.380678007892104 48.18921468347722, 16.380909971602847 48.18885006702941, 16.38118926963499 48.18840935526839, 16.38122216590795 48.18808285290398, 16.38161682627406 48.18723822219575, 16.381724001825617 48.18705360931355, 16.38193012527416 48.18684099249109, 16.38224211777906 48.186547233822544, 16.38240786759594 48.186398020091346, 16.38243293991864 48.18637563756632, 16.382435626893855 48.18626377621841, 16.382403516624848 48.18620972288011, 16.38235328863903 48.18616033801261, 16.38127943563678 48.185608920415255, 16.381148325933157 48.18552228004866, 16.381091130855097 48.185472897356696, 16.380984339566773 48.18534665824767, 16.380437648446595 48.18371348075913, 16.380450578087018 48.18356643758749, 16.38051915098307 48.183438071595646, 16.381365895300142 48.182442467030285, 16.381668702954574 48.18194456275895, 16.382203914851395 48.18101883896105, 16.382252779787013 48.180859036792356, 16.38239316399084 48.180286835188326, 16.382196557322253 48.17964573444942, 16.382220914942835 48.17948389343461, 16.382318797669043 48.1793363625353, 16.382502471568092 48.17922300623548, 16.383926424844258 48.178885444177006, 16.3881637082789 48.17711144693983, 16.3882065370953 48.17706226334796, 16.38824933806447 48.176984401252994, 16.3882981179493 48.176763141224946, 16.388368462230925 48.17666478088878, 16.389075779842848 48.17648418937623, 16.389584071015047 48.17635899560713, 16.38999293286108 48.176342416125, 16.390520025295775 48.176622812032846, 16.390740568509017 48.176643192096456, 16.390804256297624 48.1766257706781, 16.391147808548197 48.176540572875254, 16.39124267180215 48.176462684694215, 16.39125122742599 48.176391182631086, 16.391214954416053 48.17632135144469, 16.391116838882507 48.17622102147556, 16.391021866399235 48.17619648574007, 16.390933051945584 48.17620062459049, 16.390675837807905 48.17625605634815, 16.390194997414593 48.17626857486878, 16.390026554425834 48.17627684870919, 16.389591729317555 48.17636103979845)",Ringlinie D,5,
SPAZIERLINIEOGD.9603,9603,"LINESTRING (16.405381640264284 48.20841838967084, 16.40553440879091 48.20863040512262, 16.406109384725603 48.20917090762218, 16.406140826103137 48.20925812226563, 16.40611485261623 48.20935235060711, 16.40606532769715 48.20940297638402, 16.40596099065406 48.2094553810573, 16.405856611743282 48.209478125268596, 16.405757421361827 48.20947644077452, 16.405645146838893 48.209450338650925, 16.40557461922901 48.2094119975485, 16.40532112187923 48.209185342667254, 16.405294949360183 48.20913301814879, 16.40527919884606 48.20906672993942, 16.405312797253043 48.20881896478102, 16.405333419815904 48.20862703706459, 16.405381640264284 48.20841838967084, 16.40534042245387 48.2077659504821, 16.405113093013682 48.20724989949415, 16.404718153270096 48.206930323312676, 16.403794443430133 48.20663350282119, 16.398946187582442 48.206106173217144, 16.39848265636186 48.206067485390875, 16.39804146152309 48.206030762153866, 16.396354182096832 48.20588381164883, 16.39545912515761 48.20578652175955, 16.39490988078612 48.20570123593935, 16.394760377531888 48.205731694045525, 16.394644957856094 48.2058329846712, 16.394034532060854 48.20676076084587, 16.39397384111816 48.20686817000256, 16.39392374811918 48.20694850432116, 16.393534245979456 48.207542879055204, 16.393282010210438 48.20793249943632, 16.392970231222133 48.208379525201366, 16.392969425153296 48.20838060478167, 16.392803067007527 48.20856846455499, 16.392229880271692 48.20903639123894, 16.39182401958257 48.20934343600007, 16.391381593562784 48.20968431125297, 16.390793505750164 48.21020781566963, 16.390444875227832 48.210575622087795, 16.39026746039898 48.21075664853768, 16.39009450853212 48.210960515269626, 16.388285997611785 48.211081320085654, 16.38784213705902 48.2111051729335, 16.387017129491188 48.21116678512205, 16.385875626947563 48.21123885494452, 16.385740537933422 48.21123279445373, 16.385629083119888 48.21122412548748, 16.385087195840597 48.211151454731166, 16.384916453725634 48.21113409416238, 16.384746914402502 48.21113495839425, 16.382823757733362 48.21123831410263, 16.38215175435715 48.211253458433234, 16.381079309866216 48.21129479249907, 16.379981073323655 48.21136040888309, 16.37889473448831 48.21143011302752, 16.3786593431526 48.21145722228879, 16.378433306549407 48.211490318871135, 16.37822247181813 48.211527218042114, 16.37786232419617 48.21159594679768, 16.377313910040684 48.21170070314248, 16.37718176184774 48.21172955022714, 16.376914682047406 48.21180025714951, 16.37666571691984 48.211874991389486, 16.376359842309167 48.21198485259776, 16.37613469032081 48.21208048106089, 16.375919907123468 48.21218592063304, 16.37559378572948 48.21236792643425, 16.375009143065473 48.21269948748269, 16.37491646534023 48.21276713939403, 16.37484573126389 48.2128550805126, 16.37480385594479 48.212927959994495, 16.374706540589543 48.21315989871873, 16.374668852347874 48.213225770161515, 16.374610199438848 48.21329444999645, 16.37403247277054 48.213835873679464, 16.373954960329602 48.21391787198836, 16.37375274817964 48.21417808744277, 16.373644436777575 48.21432258375849, 16.37351246507103 48.214478164564326, 16.371653202960687 48.2162211272701, 16.37150807788872 48.216350175464115, 16.371309842744115 48.21650409417921, 16.371173564772047 48.21662485562779, 16.37056260107847 48.21720742531865, 16.37047225259248 48.21728170984868, 16.370385653225878 48.21732830413837, 16.370287740117465 48.21735602238546, 16.37018016461184 48.21736502864608, 16.370061743323735 48.21735231323165, 16.369954373572668 48.21731836337819, 16.36641565892432 48.21569135050579, 16.362171193427102 48.21374122036853, 16.361780629010696 48.213561770618675, 16.361711465448124 48.213522313259965, 16.361650940782653 48.21347515128711, 16.36161202288334 48.21342413450474, 16.36158894869808 48.21337215102221, 16.361568753035282 48.213315352852334, 16.360702230587865 48.21038251800144, 16.360117631572287 48.20839407995244, 16.35975067842026 48.2071548270409, 16.359746011899723 48.20708052096387, 16.359766827712413 48.20701859413877, 16.359808485763967 48.20695511527819, 16.359880251224418 48.20689472561785, 16.359951230002906 48.206841294098346, 16.362040201415308 48.20526724382492, 16.363693064369663 48.20402531167189, 16.363822707233798 48.20394632926909, 16.363956979966037 48.20386424924206, 16.364114962916368 48.203753902190954, 16.364225505819043 48.203669127883614, 16.364299584942138 48.20362111937676, 16.364380612844567 48.2035762054631, 16.364503329465883 48.203539021616336, 16.367647067456552 48.202831027822796, 16.367765221853237 48.202808743451506, 16.367893366410158 48.202793131833886, 16.36803482180902 48.20277195318649, 16.369442260666897 48.20245634905682, 16.36954827376367 48.202432310907234, 16.369649151357603 48.2024014141582, 16.369732927578394 48.20237052323126, 16.36986629305437 48.20233275766569, 16.370084120003327 48.20228401597072, 16.371334402585227 48.20200223415769, 16.371382238653283 48.20197599083745, 16.37141473599811 48.201951895292765, 16.371441080298077 48.201924276303735, 16.371462794523666 48.20188744971122, 16.37146670657394 48.2018386586676, 16.371460694963897 48.20180215717265, 16.371442415384756 48.2017630154573, 16.371218813712392 48.20134160664595, 16.371140165381885 48.20120095563278, 16.371089630214637 48.201071693964685, 16.370914947161054 48.20074714961925, 16.37082238191916 48.20062914204769, 16.370658362825626 48.20052801815999, 16.37048596492159 48.200469052121306, 16.37031779937956 48.20045224013708, 16.369884449256386 48.2004352679333, 16.369237377510355 48.200404780767734, 16.369052393572794 48.200382351042535, 16.36888841107866 48.200331811306, 16.36877486785305 48.20027001550246, 16.368643695591924 48.20015292546172, 16.368408767315515 48.199688372144884, 16.368274154273298 48.199542270605875, 16.36814379315899 48.19947204776674, 16.368009214647444 48.199379342974005, 16.367947504343835 48.19930731655748, 16.367899318943174 48.19920935179621, 16.36768930949251 48.19869932134792, 16.367621891233703 48.198440785604554, 16.367583937287858 48.19824406993282, 16.367501576692096 48.197607542584095, 16.367431860117982 48.19702440964792, 16.367267524595565 48.19637244773693, 16.36713974148601 48.195832067718655, 16.367086810251337 48.195106488394956, 16.367122727179197 48.19466635158253, 16.367137071132106 48.19436390643609, 16.367182420096526 48.19395272509955, 16.36716918430071 48.19364111431237, 16.367046148098527 48.19303239781076, 16.366993219885334 48.19269579654763, 16.366881387372285 48.192146611753024, 16.366735883670607 48.191290857484425, 16.366325846198453 48.19023624317235, 16.36607347875227 48.189917500216424, 16.365850455825097 48.18963580109626, 16.365101259460094 48.18881815061534, 16.365101259155153 48.18881761102298, 16.364580497451218 48.18808173728199, 16.364246917929254 48.187515247403326, 16.36394227562568 48.186976268708094, 16.363429444399753 48.186418812907846, 16.362880530633074 48.185762437857484, 16.362217407972327 48.185014445317684, 16.363067448416324 48.184195866215035, 16.36381059583699 48.18345995422475, 16.364406011108372 48.1828679653392, 16.362978932581072 48.182346162266434, 16.35918950638234 48.18083324611098, 16.359132040099745 48.18075016930203, 16.359182408887943 48.180620881637026, 16.359543568676 48.18011212935175, 16.359509858817304 48.17990978875508, 16.35933920884373 48.17948541982205, 16.358646183831265 48.17818871195349, 16.35812490403292 48.177377272709364, 16.35761895427275 48.176818709548385, 16.356899275630948 48.176056036802144, 16.356317900804083 48.17544577037599, 16.35501800634247 48.17411049759515, 16.353724360270313 48.17276396730323, 16.352883082110264 48.17188608417594, 16.35229924989175 48.17128308186226, 16.351543419170813 48.17049295058257, 16.351569454465253 48.170381572134126, 16.351647157083395 48.17030708682922, 16.354167677145004 48.16880832964344, 16.354375651972482 48.168689051728045, 16.354477658275872 48.16860940388791, 16.354678770011386 48.168264302676, 16.354686028864702 48.16818768808939, 16.35466171403928 48.16812400190278, 16.35460592251141 48.16807719750927, 16.35454344339797 48.16804337590634, 16.354461043316945 48.16802473535257, 16.354342522947537 48.16802668781768, 16.35423557656929 48.16805957867375, 16.354166214488167 48.168106000138955, 16.354128659273375 48.1681756209225, 16.354134470722784 48.16825877240355, 16.354308014244314 48.16853527270238, 16.35432538650227 48.16861455433984, 16.354290725026875 48.168693844240835, 16.354167677145004 48.16880832964344, 16.351647157083395 48.17030708682922, 16.351569454465253 48.170381572134126, 16.351543419170813 48.17049295058257, 16.35229924989175 48.17128308186226, 16.352883082110264 48.17188608417594, 16.353724360270313 48.17276396730323, 16.35501800634247 48.17411049759515, 16.356317900804083 48.17544577037599, 16.356899275630948 48.176056036802144, 16.35761895427275 48.176818709548385, 16.35812490403292 48.177377272709364, 16.358646183831265 48.17818871195349, 16.35933920884373 48.17948541982205, 16.359509858817304 48.17990978875508, 16.359543568676 48.18011212935175, 16.359182408887943 48.180620881637026, 16.359132040099745 48.18075016930203, 16.35918950638234 48.18083324611098, 16.362978932581072 48.182346162266434, 16.364406011108372 48.1828679653392, 16.36381059583699 48.18345995422475, 16.363067448416324 48.184195866215035, 16.362217407972327 48.185014445317684, 16.362880530633074 48.185762437857484, 16.363429444399753 48.186418812907846, 16.36394227562568 48.186976268708094, 16.364246917929254 48.187515247403326, 16.364580497451218 48.18808173728199, 16.365101259155153 48.18881761102298, 16.365101259460094 48.18881815061534, 16.365850455825097 48.18963580109626, 16.36607347875227 48.189917500216424, 16.366325846198453 48.19023624317235, 16.366735883670607 48.191290857484425, 16.366881387372285 48.192146611753024, 16.366993219885334 48.19269579654763, 16.367046148098527 48.19303239781076, 16.36716918430071 48.19364111431237, 16.367182420096526 48.19395272509955, 16.367137071132106 48.19436390643609, 16.367122727179197 48.19466635158253, 16.367086810251337 48.195106488394956, 16.36713974148601 48.195832067718655, 16.367267524595565 48.19637244773693, 16.367431860117982 48.19702440964792, 16.367501576692096 48.197607542584095, 16.367583937287858 48.19824406993282, 16.367621891233703 48.198440785604554, 16.36768930949251 48.19869932134792, 16.367899318943174 48.19920935179621, 16.367947504343835 48.19930731655748, 16.368009214647444 48.199379342974005, 16.36814379315899 48.19947204776674, 16.368274154273298 48.199542270605875, 16.368408767315515 48.199688372144884, 16.368643695591924 48.20015292546172, 16.368749676998387 48.20032060936101, 16.369073828255363 48.201028730339004, 16.3691559598603 48.20126899301595, 16.369517995146786 48.202033309127664, 16.369548459746657 48.202100616956244, 16.369562814636584 48.20215543883601, 16.369558941644645 48.20220504548271, 16.36953553791927 48.20224856583432, 16.369486096785387 48.20229296429639, 16.369413216639852 48.202326925753624, 16.369070761018186 48.202403894778364, 16.364464677353755 48.20343952968289, 16.364358620114018 48.20346234727273, 16.364256354657943 48.20349149413702, 16.364163565641896 48.20353076851632, 16.3640613178872 48.203592835653055, 16.3634071455566 48.20408783322318, 16.359980717766927 48.20666351349333, 16.35963283717999 48.20692439656627, 16.359588981889402 48.20696144935694, 16.35955667287234 48.207001586229595, 16.359537068743627 48.20705406903216, 16.359534787191286 48.207113493725906, 16.359555600084477 48.207179859131756, 16.359588611464027 48.20725118267367, 16.359653413124754 48.207382691925694, 16.359694085636768 48.207492144038085, 16.36011643049903 48.20891761526729, 16.36061856601088 48.210623603319966, 16.3614417030644 48.2134082885098, 16.361466647174776 48.2134787165974, 16.3615088330193 48.21354529898061, 16.361562511854153 48.213601633780286, 16.361644929133647 48.2136541202789, 16.361796101798724 48.21372549048594, 16.362531326826872 48.21406563487498, 16.362977880364433 48.21426402565781, 16.36317144518809 48.21433697410475, 16.363338179925275 48.21440096510591, 16.3634876712233 48.21446752123478, 16.36566180662828 48.2154669077472, 16.369909269682633 48.21742113164751, 16.369995189703452 48.21745540983245, 16.370070623469225 48.21747218946261, 16.3701429058737 48.217477068426426, 16.370212040540505 48.217473547766936, 16.370281169130966 48.21746092598717, 16.370341911598647 48.21743850591868, 16.370403689710624 48.21739928358278, 16.37044975238406 48.21735726544546, 16.371127294591922 48.21670995317702, 16.37129299832717 48.21655970677492, 16.371493103246262 48.216398566902406, 16.37164668059294 48.216267695895404, 16.37210419693609 48.21584397617497, 16.37264071554558 48.2153409682198, 16.373521294752887 48.214514835823095, 16.373619405610135 48.214404861436414, 16.373690752227812 48.21431705489399, 16.373862094532626 48.21408219785447, 16.373985140245583 48.21393392563164, 16.374181246848565 48.21374277302122, 16.374661045366278 48.21329200477684, 16.374730168961868 48.21319949039456, 16.374789379880294 48.21306998320899, 16.374851081949664 48.21292196360872, 16.374881153144532 48.212865809996835, 16.374942498271572 48.21279082669437, 16.37501350838567 48.21273363486878, 16.375093764770774 48.21268677301172, 16.375597263982083 48.21240289608106, 16.375861519527234 48.21226163728377, 16.3761367109185 48.21213513365543, 16.376405936171476 48.21203600667282, 16.376636976409483 48.21195852921484, 16.377283485568736 48.211798691964425, 16.377765145957213 48.211703249052796, 16.378828436159715 48.21148128458192, 16.378981128235697 48.21145806395493, 16.379216059980372 48.21143183913549, 16.381072834922158 48.21132206772922, 16.382137580289104 48.21128301298245, 16.382823757733362 48.21123831410263, 16.384746914402502 48.21113495839425, 16.384916453725634 48.21113409416238, 16.385087195840597 48.211151454731166, 16.385629083119888 48.21122412548748, 16.385740537933422 48.21123279445373, 16.385875626947563 48.21123885494452, 16.387017129491188 48.21116678512205, 16.38784213705902 48.2111051729335, 16.388285997611785 48.211081320085654, 16.39009450853212 48.210960515269626, 16.39026746039898 48.21075664853768, 16.390444875227832 48.210575622087795, 16.390793505750164 48.21020781566963, 16.391381593562784 48.20968431125297, 16.39182401958257 48.20934343600007, 16.392229880271692 48.20903639123894, 16.392803067007527 48.20856846455499, 16.392969425153296 48.20838060478167, 16.392970231222133 48.208379525201366, 16.393282010210438 48.20793249943632, 16.393534245979456 48.207542879055204, 16.39392374811918 48.20694850432116, 16.39397384111816 48.20686817000256, 16.394034532060854 48.20676076084587, 16.394644957856094 48.2058329846712, 16.394760377531888 48.205731694045525, 16.39490988078612 48.20570123593935, 16.39545912515761 48.20578652175955, 16.396354182096832 48.20588381164883, 16.39804146152309 48.206030762153866, 16.39848265636186 48.206067485390875, 16.398946187582442 48.206106173217144, 16.403794443430133 48.20663350282119, 16.404718153270096 48.206930323312676, 16.405113093013682 48.20724989949415, 16.40534042245387 48.2077659504821, 16.405381640264284 48.20841838967084)",Ringlinie 1,3,
